aasqa,date_maj,code_no2,code_o3,code_pm10,code_pm25,code_qual,code_so2,code_zone,coul_qual,date_dif,date_ech,epsg_reg,lib_qual,lib_zone,source,type_zone,x_reg,x_wgs84,y_reg,y_wgs84,gml_id2
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69212,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Jean-des-Vignes,Atmo Auvergne-Rhône-Alpes,commune,830597.9,4.68379415566473,6532078.9,45.8758451064941,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69214,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Jean-la-Bussière,Atmo Auvergne-Rhône-Alpes,commune,802498.1,4.32447687454674,6545468.5,46.0012156504148,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69215,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Julien,Atmo Auvergne-Rhône-Alpes,commune,827844.0,4.65276817378756,6548643.4,46.0254977946644,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69216,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Julien-sur-Bibost,Atmo Auvergne-Rhône-Alpes,commune,818041.4,4.51990999457804,6523874.6,45.8042748632983,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69217,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Just-d'Avray,Atmo Auvergne-Rhône-Alpes,commune,812033.6,4.44772400416863,6545705.6,46.0018431740147,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69218,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Lager,Atmo Auvergne-Rhône-Alpes,commune,829160.6,4.67242739970168,6558298.3,46.1121703539444,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69219,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Laurent-d'Agny,Atmo Auvergne-Rhône-Alpes,commune,831245.9,4.68493804764413,6505874.3,45.6398051050277,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69220,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Laurent-de-Chamousset,Atmo Auvergne-Rhône-Alpes,commune,813925.2,4.46515881250962,6516494.3,45.7385285132963,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69225,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Marcel-l'Éclairé,Atmo Auvergne-Rhône-Alpes,commune,811208.1,4.4337617163631,6531650.99999999,45.8754392326098,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69227,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Martin-en-Haut,Atmo Auvergne-Rhône-Alpes,commune,821362.4,4.55861349281447,6507949.4,45.6603148499764,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69228,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Maurice-sur-Dargoire,Atmo Auvergne-Rhône-Alpes,commune,826991.4,4.62859595768497,6499307.7,45.581491074815,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69229,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Nizier-d'Azergues,Atmo Auvergne-Rhône-Alpes,commune,813385.9,4.46750166702055,6555312.6,46.088113842419,
